<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;129;8;;;;;;;;39;20065,54785
MOEX,MDMG:TQBR;60;20201222;190000;451,7;;;;;;451,08125;0;132,5617359;;1;50;30;70;;0,00;39,61840971;17895,63567
MOEX,MDMG:TQBR;60;20201223;110000;452,6;;;;;;451,19375;0;132,5617359;;2,852941176;74,04580153;30;70;;0,00;39,61840971;17931,29224
MOEX,MDMG:TQBR;60;20201223;120000;453,35;;;;;;451,68125;0;132,5617359;;1,852941176;64,94845361;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;130000;453,75;;;;;;451,9125;0;132,5617359;;35,5;97,26027397;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;140000;452,55;;;;;;452,19375;0;132,5617359;;2,115384615;67,90123457;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;150000;452;;;;;;452,30625;0,293278177;0;;1,378378378;57,95454545;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;160000;452,45;;;;;;452,45;0;132,6937111;;1,714285714;63,15789474;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;170000;452;;;;;;452,55;0,293570157;0;;1,136363636;53,19148936;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;180000;451,85;;;;;;452,56875;0,293570157;0;;0,680851064;40,50632911;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201223;190000;451;;;;;;452,36875;0,293570157;0;;0,265625;20,98765432;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201224;110000;451;;;;;;452,075;0,293570157;0;;0,140625;12,32876712;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201224;120000;447,7;;;;;;451,31875;0,293570157;0;;0,08490566;7,826086957;30;70;;17961,01;0;17961,00604
MOEX,MDMG:TQBR;60;20201224;130000;450,3;;;;;;451,0375;0,293570157;0;;0,642105263;39,1025641;30;70;;0,00;39,88675559;17961,00604
MOEX,MDMG:TQBR;60;20201224;140000;450,1;;;;;;450,8;0,293570157;0;;0,525252525;34,43708609;30;70;;0,00;39,88675559;17953,02869
MOEX,MDMG:TQBR;60;20201224;150000;449,35;;;;;;450,4125;0,293570157;0;;0,495238095;33,12101911;30;70;;0,00;39,88675559;17923,11363
MOEX,MDMG:TQBR;60;20201224;160000;449,4;;;;;;450,0875;0,293570157;0;;0,519607843;34,19354839;30;70;;0,00;39,88675559;17925,10796
MOEX,MDMG:TQBR;60;20201224;170000;448,5;;;;;;449,66875;0,293570157;0;;0,514563107;33,97435897;30;70;;0,00;39,88675559;17889,20988
MOEX,MDMG:TQBR;60;20201224;180000;448,55;;;;;;449,3625;0,293570157;0;;0,524271845;34,39490446;30;70;;0,00;39,88675559;17891,20422
MOEX,MDMG:TQBR;60;20201224;190000;451;;;;;;449,3625;0;132,4001409;;2,783783784;73,57142857;30;70;;0,00;39,88675559;17988,92677
MOEX,MDMG:TQBR;60;20201225;110000;450,9;;;;;;449,7625;0;132,4001409;;1,307692308;56,66666667;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;120000;450,85;;;;;;449,83125;0;132,4001409;;1,416666667;58,62068966;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;130000;450,9;;;;;;449,93125;0;132,4001409;;2,476190476;71,23287671;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;140000;450,8;;;;;;450,1125;0;132,4001409;;2,217391304;68,91891892;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;150000;450,9;;;;;;450,3;0;132,4001409;;10,6;91,37931034;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;160000;449,05;;;;;;450,36875;0,294844986;0;;1,238095238;55,31914894;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;170000;449,5;;;;;;450,4875;0,294844986;0;;0,285714286;22,22222222;30;70;;17984,94;0;17984,9381
MOEX,MDMG:TQBR;60;20201225;180000;452,05;;;;;;450,61875;0;133,2846759;;1,575;61,16504854;30;70;;0,00;39,78528503;17984,9381
MOEX,MDMG:TQBR;60;20201225;190000;452,05;;;;;;450,7625;0;133,2846759;;1,615384615;61,76470588;30;70;;0,00;39,78528503;17984,9381
MOEX,MDMG:TQBR;60;20201228;110000;451,2;;;;;;450,80625;0;133,2846759;;1,107142857;52,54237288;30;70;;0,00;39,78528503;17951,1206
MOEX,MDMG:TQBR;60;20201228;120000;451,4;;;;;;450,86875;0;133,2846759;;1,222222222;55;30;70;;0,00;39,78528503;17959,07766
MOEX,MDMG:TQBR;60;20201228;130000;451,8;;;;;;450,99375;0;133,2846759;;1,333333333;57,14285714;30;70;;0,00;39,78528503;17974,99178
MOEX,MDMG:TQBR;60;20201228;140000;451,75;;;;;;451,1;0;133,2846759;;4;80;30;70;;0,00;39,78528503;17973,00251
MOEX,MDMG:TQBR;60;20201228;150000;450,5;;;;;;451,28125;0,295859436;0;;1,465116279;59,43396226;30;70;;17923,27;0;17923,27091
MOEX,MDMG:TQBR;60;20201228;160000;450,8;;;;;;451,44375;0,295859436;0;;0,418604651;29,50819672;30;70;;17923,27;0;17923,27091
MOEX,MDMG:TQBR;60;20201228;170000;451,1;;;;;;451,325;0,295859436;0;;0,558139535;35,82089552;30;70;;0,00;39,73236734;17923,27091
MOEX,MDMG:TQBR;60;20201228;180000;451,75;;;;;;451,2875;0;133,6545002;;1,423076923;58,73015873;30;70;;0,00;39,73236734;17949,09694
MOEX,MDMG:TQBR;60;20201228;190000;451,6;;;;;;451,3375;0;133,6545002;;1,137931034;53,22580645;30;70;;0,00;39,73236734;17943,13709
MOEX,MDMG:TQBR;60;20201229;110000;451,8;;;;;;451,3875;0;133,6545002;;1;50;30;70;;0,00;39,73236734;17951,08356
MOEX,MDMG:TQBR;60;20201229;120000;448,9;;;;;;451,025;0,297737804;0;;0,337209302;25,2173913;30;70;;0,00;39,73236734;17835,8597
MOEX,MDMG:TQBR;60;20201229;130000;452,65;;;;;;451,1375;0;134,771017;;1,704918033;63,03030303;30;70;;0,00;39,73236734;17984,85607
MOEX,MDMG:TQBR;60;20201229;140000;453;;;;;;451,45;0;134,771017;;1,721311475;63,25301205;30;70;;0,00;39,73236734;17998,7624
MOEX,MDMG:TQBR;60;20201229;150000;450,6;;;;;;451,425;0,299092359;0;;0,908256881;47,59615385;30;70;;0,00;39,73236734;17903,40472
MOEX,MDMG:TQBR;60;20201229;160000;453,75;;;;;;451,75625;0;135,7131579;;1,366972477;57,75193798;30;70;;0,00;39,73236734;18028,56168
MOEX,MDMG:TQBR;60;20201229;170000;451;;;;;;451,6625;0,300916093;0;;0,925465839;48,06451613;30;70;;0,00;39,73236734;17919,29767
MOEX,MDMG:TQBR;60;20201229;180000;451,1;;;;;;451,6;0,300916093;0;;0,913043478;47,72727273;30;70;;0,00;39,73236734;17923,27091
MOEX,MDMG:TQBR;60;20201229;190000;451,55;;;;;;451,56875;0,300916093;0;;1,514563107;60,23166023;30;70;;0,00;39,73236734;17941,15047
MOEX,MDMG:TQBR;60;20201230;110000;452,9;;;;;;452,06875;0;136,2848985;;1,048543689;51,18483412;30;70;;0,00;39,73236734;17994,78917
MOEX,MDMG:TQBR;60;20201230;120000;453,25;;;;;;452,14375;0;136,2848985;;1,048543689;51,18483412;30;70;;0,00;39,73236734;18008,6955
MOEX,MDMG:TQBR;60;20201230;130000;454,25;;;;;;452,3;0;136,2848985;;2,327272727;69,94535519;30;70;;0,00;39,73236734;18048,42786
MOEX,MDMG:TQBR;60;20201230;140000;454,55;;;;;;452,79375;0;136,2848985;;1,290909091;56,34920635;30;70;;0,00;39,73236734;18060,34757
MOEX,MDMG:TQBR;60;20201230;150000;454,2;;;;;;452,85;0;136,2848985;;10,14285714;91,02564103;30;70;;0,00;39,73236734;18046,44124
MOEX,MDMG:TQBR;60;20201230;160000;455,95;;;;;;453,46875;0;136,2848985;;14,85714286;93,69369369;30;70;;0,00;39,73236734;18115,97289
MOEX,MDMG:TQBR;60;20201230;170000;457,5;;;;;;454,26875;0;136,2848985;;18;94,73684211;30;70;;0,00;39,73236734;18177,55806
MOEX,MDMG:TQBR;60;20201230;180000;458,05;;;;;;455,08125;0;136,2848985;;15,71428571;94,01709402;30;70;;0,00;39,73236734;18199,41086
MOEX,MDMG:TQBR;60;20201230;190000;457,4;;;;;;455,64375;0;136,2848985;;5,15;83,7398374;30;70;;0,00;39,73236734;18173,58482
MOEX,MDMG:TQBR;60;20210104;110000;456,05;;;;;;455,99375;0;136,2848985;;1,765957447;63,84615385;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;120000;457,8;;;;;;456,4375;0;136,2848985;;2,382978723;70,44025157;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;130000;457,55;;;;;;456,8125;0;136,2848985;;2,488888889;71,33757962;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;140000;457,75;;;;;;457,25625;0;136,2848985;;1,8;64,28571429;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;150000;458,3;;;;;;457,55;0;136,2848985;;1,355555556;57,54716981;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;160000;457,65;;;;;;457,56875;0;136,2848985;;0,862068966;46,2962963;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;170000;459,6;;;;;;457,7625;0;136,2848985;;1,977777778;66,41791045;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;180000;459;;;;;;457,9625;0;136,2848985;;2,966666667;74,78991597;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210104;190000;460;;;;;;458,45625;0;136,2848985;;2,466666667;71,15384615;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;110000;466;;;;;;459,48125;0;136,2848985;;7,76;88,58447489;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;120000;467,25;;;;;;460,69375;0;136,2848985;;8,6;89,58333333;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;130000;467,9;;;;;;461,9625;0;136,2848985;;8,68;89,66942149;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;140000;465,65;;;;;;462,88125;0;136,2848985;;3,807017544;79,19708029;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;150000;463,8;;;;;;463,65;0;136,2848985;;1,893617021;65,44117647;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;160000;466,4;;;;;;464,5;0;136,2848985;;2,804878049;73,71794872;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;170000;466,5;;;;;;465,4375;0;136,2848985;;2,585365854;72,10884354;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;180000;466,3;;;;;;466,225;0;136,2848985;;1,069767442;51,68539326;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210105;190000;462,25;;;;;;465,75625;0,294829418;0;;0,401197605;28,63247863;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210106;110000;460,9;;;;;;464,9625;0,294829418;0;;0,278350515;21,77419355;30;70;;18119,95;0;18119,94612
MOEX,MDMG:TQBR;60;20210106;120000;466,35;;;;;;464,76875;0;137,4936991;;1,093959732;52,24358974;30;70;;0,00;38,85482175;18119,94612
MOEX,MDMG:TQBR;60;20210106;130000;462,15;;;;;;464,33125;0,297508815;0;;0,831632653;45,40389972;30;70;;0,00;38,85482175;17956,75587
MOEX,MDMG:TQBR;60;20210106;140000;465,35;;;;;;464,525;0;138,4457273;;0,892857143;47,16981132;30;70;;0,00;38,85482175;18081,0913
MOEX,MDMG:TQBR;60;20210106;150000;460,95;;;;;;463,84375;0,300348687;0;;0,60915493;37,85557987;30;70;;0,00;38,85482175;17910,13009
MOEX,MDMG:TQBR;60;20210106;160000;465;;;;;;463,65625;0;139,6621395;;0,907142857;47,56554307;30;70;;0,00;38,85482175;18067,49211
MOEX,MDMG:TQBR;60;20210106;170000;466;;;;;;463,61875;0;139,6621395;;1,376884422;57,92811839;30;70;;0,00;38,85482175;18106,34694
MOEX,MDMG:TQBR;60;20210106;180000;465;;;;;;463,9625;0;139,6621395;;1,427083333;58,79828326;30;70;;0,00;38,85482175;18067,49211
MOEX,MDMG:TQBR;60;20210106;190000;461,95;;;;;;464,09375;0,302331723;0;;0,652173913;39,47368421;30;70;;0,00;38,85482175;17948,98491
MOEX,MDMG:TQBR;60;20210108;110000;465,25;;;;;;463,95625;0;140,6598341;;1,366863905;57,75;30;70;;0,00;38,85482175;18077,20582
MOEX,MDMG:TQBR;60;20210108;120000;466,9;;;;;;464,55;0;140,6598341;;1,183431953;54,20054201;30;70;;0,00;38,85482175;18141,31628
MOEX,MDMG:TQBR;60;20210108;130000;465,35;;;;;;464,55;0;140,6598341;;1,785714286;64,1025641;30;70;;0,00;38,85482175;18081,0913
MOEX,MDMG:TQBR;60;20210108;140000;466,75;;;;;;465,275;0;140,6598341;;1,3125;56,75675676;30;70;;0,00;38,85482175;18135,48805
MOEX,MDMG:TQBR;60;20210108;150000;465,7;;;;;;465,3625;0;140,6598341;;0,954887218;48,84615385;30;70;;0,00;38,85482175;18094,69049
MOEX,MDMG:TQBR;60;20210108;160000;466,9;;;;;;465,475;0;140,6598341;;1,336283186;57,1969697;30;70;;0,00;38,85482175;18141,31628
MOEX,MDMG:TQBR;60;20210108;170000;465,95;;;;;;465,59375;0;140,6598341;;2,126760563;68,01801802;30;70;;0,00;38,85482175;18104,40419
MOEX,MDMG:TQBR;60;20210108;180000;465,95;;;;;;466,09375;0,301877528;0;;1,197183099;54,48717949;30;70;;0,00;38,85482175;18104,40419
MOEX,MDMG:TQBR;60;20210108;190000;465,5;;;;;;466,125;0,301877528;0;;0,65;39,39393939;30;70;;0,00;38,85482175;18086,91953
MOEX,MDMG:TQBR;60;20210111;110000;469;;;;;;466,3875;0;141,5805606;;2,489795918;71,34502924;30;70;;0,00;38,85482175;18222,9114
MOEX,MDMG:TQBR;60;20210111;120000;465,65;;;;;;466,425;0,304049309;0;;0,810344828;44,76190476;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;130000;466,9;;;;;;466,44375;0;141,9606222;;1,252631579;55,60747664;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;140000;469,8;;;;;;466,95625;0;141,9606222;;1,610526316;61,69354839;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;150000;468;;;;;;467,09375;0;141,9606222;;1,366071429;57,73584906;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;160000;468,65;;;;;;467,43125;0;141,9606222;;1,482142857;59,71223022;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;170000;470;;;;;;467,9375;0;141,9606222;;1,873786408;65,2027027;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;180000;470,45;;;;;;468,55625;0;141,9606222;;1,281553398;56,17021277;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210111;190000;471,85;;;;;;468,9125;0;141,9606222;;4,444444444;81,63265306;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;110000;472,25;;;;;;469,7375;0;141,9606222;;3,972222222;79,88826816;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;120000;473,35;;;;;;470,54375;0;141,9606222;;2,972222222;74,82517483;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;130000;471,5;;;;;;470,75625;0;141,9606222;;2,891891892;74,30555556;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;140000;471,6;;;;;;471,20625;0;141,9606222;;2,594594595;72,18045113;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;150000;471,6;;;;;;471,575;0;141,9606222;;1,864864865;65,09433962;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;160000;471,25;;;;;;471,73125;0,3012427;0;;1,363636364;57,69230769;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;170000;470;;;;;;471,675;0,3012427;0;;0,463768116;31,68316832;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;180000;467,55;;;;;;471,1375;0,3012427;0;;0,203389831;16,90140845;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210112;190000;467,25;;;;;;470,5125;0,3012427;0;;0,016129032;1,587301587;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210113;110000;465,6;;;;;;469,54375;0,3012427;0;;0,016666667;1,639344262;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210113;120000;466,35;;;;;;468,9;0,3012427;0;;0,125;11,11111111;30;70;;18092,75;0;18092,74775
MOEX,MDMG:TQBR;60;20210113;130000;470;;;;;;468,7;0;141,5840689;;0,733333333;42,30769231;30;70;;0,00;38,49520798;18092,74775
MOEX,MDMG:TQBR;60;20210113;140000;470,65;;;;;;468,58125;0;141,5840689;;0,89380531;47,19626168;30;70;;0,00;38,49520798;18117,76963
MOEX,MDMG:TQBR;60;20210113;150000;470,65;;;;;;468,50625;0;141,5840689;;1,147727273;53,43915344;30;70;;0,00;38,49520798;18117,76963
MOEX,MDMG:TQBR;60;20210113;160000;468,5;;;;;;468,31875;0;141,5840689;;1,231707317;55,19125683;30;70;;0,00;38,49520798;18035,00494
MOEX,MDMG:TQBR;60;20210113;170000;467,3;;;;;;468,2875;0,302983242;0;;1,01;50,24875622;30;70;;0,00;38,49520798;17988,81069
MOEX,MDMG:TQBR;60;20210113;180000;468,2;;;;;;468,40625;0,302983242;0;;1,776119403;63,97849462;30;70;;0,00;38,49520798;18023,45637
MOEX,MDMG:TQBR;60;20210113;190000;464,05;;;;;;468,2125;0,302983242;0;;0,693333333;40,94488189;30;70;;0,00;38,49520798;17863,70126
MOEX,MDMG:TQBR;60;20210114;110000;470,05;;;;;;468,675;0;142,4172728;;1,006666667;50,16611296;30;70;;0,00;38,49520798;18094,67251
MOEX,MDMG:TQBR;60;20210114;120000;466,5;;;;;;468,2375;0,305288902;0;;0,624434389;38,44011142;30;70;;0,00;38,49520798;17958,01452
MOEX,MDMG:TQBR;60;20210114;130000;467,35;;;;;;467,825;0,305288902;0;;0,701357466;41,22340426;30;70;;0,00;38,49520798;17990,73545
MOEX,MDMG:TQBR;60;20210114;140000;468;;;;;;467,49375;0;142,8752061;;0,943820225;48,55491329;30;70;;0,00;38,49520798;18015,75733
MOEX,MDMG:TQBR;60;20210114;150000;464,4;;;;;;466,98125;0,307655483;0;;0,743362832;42,63959391;30;70;;0,00;38,49520798;17877,17458
MOEX,MDMG:TQBR;60;20210114;160000;464;;;;;;466,56875;0,307655483;0;;0,641025641;39,0625;30;70;;0,00;38,49520798;17861,7765
MOEX,MDMG:TQBR;60;20210114;170000;465,45;;;;;;466,225;0,307655483;0;;1,185430464;54,24242424;30;70;;0,00;38,49520798;17917,59455
MOEX,MDMG:TQBR;60;20210114;180000;463,35;;;;;;466,1375;0,307655483;0;;0,305699482;23,41269841;30;70;;0,00;38,49520798;17836,75462
MOEX,MDMG:TQBR;60;20210114;190000;463,7;;;;;;465,34375;0,307655483;0;;0,540983607;35,10638298;30;70;;0,00;38,49520798;17850,22794
MOEX,MDMG:TQBR;60;20210115;110000;462,25;;;;;;464,8125;0,307655483;0;;0,324503311;24,5;30;70;;0,00;38,49520798;17794,40989
MOEX,MDMG:TQBR;60;20210115;120000;462,3;;;;;;464,18125;0,307655483;0;;0,245033113;19,68085106;30;70;;0,00;38,49520798;17796,33465
MOEX,MDMG:TQBR;60;20210115;130000;462;;;;;;463,43125;0,307655483;0;;0,435294118;30,32786885;30;70;;0,00;38,49520798;17784,78608
MOEX,MDMG:TQBR;60;20210115;140000;462,05;;;;;;463,1375;0,307655483;0;;0,493506494;33,04347826;30;70;;0,00;38,49520798;17786,71084
MOEX,MDMG:TQBR;60;20210115;150000;462,55;;;;;;462,95625;0,307655483;0;;0,246753247;19,79166667;30;70;;0,00;38,49520798;17805,95845
MOEX,MDMG:TQBR;60;20210115;160000;462,8;;;;;;462,625;0;142,3829574;;0,685714286;40,6779661;30;70;;0,00;38,49520798;17815,58225
MOEX,MDMG:TQBR;60;20210115;170000;464,85;;;;;;462,8125;0;142,3829574;;1,657142857;62,3655914;30;70;;0,00;38,49520798;17894,49743
MOEX,MDMG:TQBR;60;20210115;180000;464,95;;;;;;462,96875;0;142,3829574;;10;90,90909091;30;70;;0,00;38,49520798;17898,34695
MOEX,MDMG:TQBR;60;20210115;190000;463,55;;;;;;463,13125;0;142,3829574;;1,735294118;63,44086022;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;110000;464,35;;;;;;463,3875;0;142,3829574;;2,678571429;72,81553398;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;120000;467,15;;;;;;464,03125;0;142,3829574;;4,642857143;82,27848101;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;130000;466,3;;;;;;464,5625;0;142,3829574;;2,666666667;72,72727273;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;140000;465,05;;;;;;464,875;0;142,3829574;;1,642857143;62,16216216;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;150000;465,65;;;;;;465,23125;0;142,3829574;;1,228571429;55,12820513;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;160000;466,6;;;;;;465,45;0;142,3829574;;1,471428571;59,53757225;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;170000;466;;;;;;465,58125;0;142,3829574;;1,907407407;65,60509554;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;180000;465;;;;;;465,7625;0,306199908;0;;1,175675676;54,03726708;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210118;190000;465,05;;;;;;465,85;0,306199908;0;;0,432432432;30,18867925;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210119;110000;463,45;;;;;;465,3875;0,306199908;0;;0,359550562;26,44628099;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210119;120000;462,65;;;;;;464,93125;0,306199908;0;;0,4;28,57142857;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210119;130000;460,25;;;;;;464,33125;0,306199908;0;;0,15625;13,51351351;30;70;;17844,45;0;17844,45366
MOEX,MDMG:TQBR;60;20210119;140000;467,3;;;;;;464,5375;0;143,0872172;;1,109375;52,59259259;30;70;;0,00;38,18629073;17844,45366
MOEX,MDMG:TQBR;60;20210119;150000;476,7;;;;;;465,8;0;143,0872172;;2,844827586;73,99103139;30;70;;0,00;38,18629073;18203,40479
MOEX,MDMG:TQBR;60;20210119;160000;482,55;;;;;;467,86875;0;143,0872172;;4,65625;82,32044199;30;70;;0,00;38,18629073;18426,79459
MOEX,MDMG:TQBR;60;20210119;170000;491,45;;;;;;471,175;0;143,0872172;;6,5;86,66666667;30;70;;0,00;38,18629073;18766,65258
MOEX,MDMG:TQBR;60;20210119;180000;488,15;;;;;;474,0625;0;143,0872172;;4,8;82,75862069;30;70;;0,00;38,18629073;18640,63782
MOEX,MDMG:TQBR;60;20210119;190000;490,9;;;;;;477,49375;0;143,0872172;;5,956140351;85,62421185;30;70;;0,00;38,18629073;18745,65012
MOEX,MDMG:TQBR;60;20210120;110000;489,95;;;;;;480,90625;0;143,0872172;;7,988235294;88,87434555;30;70;;0,00;38,18629073;18709,37314
MOEX,MDMG:TQBR;60;20210120;120000;534;;;;;;490,125;0;143,0872172;;16,69411765;94,34840426;30;70;;0,00;38,18629073;20391,47925
MOEX,MDMG:TQBR;60;20210120;130000;503,35;;;;;;494,63125;0;143,0872172;;1,763610315;63,81544842;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210120;140000;500;;;;;;497,54375;0;143,0872172;;1,45620915;59,28685471;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210120;150000;500,75;;;;;;499,81875;0;143,0872172;;1,243137255;55,41958042;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210120;160000;499,45;;;;;;500,81875;0,286489573;0;;1,311724138;56,74224344;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210120;170000;501;;;;;;502,425;0,286489573;0;;1,27862069;56,11380145;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210120;180000;500,8;;;;;;503,6625;0,286489573;0;;1,305633803;56,62797801;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210120;190000;501,95;;;;;;505,1625;0,286489573;0;;0,097183099;8,857509628;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;110000;495,8;;;;;;500,3875;0,286489573;0;;0,313636364;23,87543253;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;120000;493,4;;;;;;499,14375;0,286489573;0;;0,343283582;25,55555556;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;130000;490,7;;;;;;497,98125;0,286489573;0;;0,211764706;17,47572816;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;140000;490,7;;;;;;496,725;0,286489573;0;;0,23580786;19,08127208;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;150000;491,8;;;;;;495,76875;0,286489573;0;;0,19650655;16,42335766;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;160000;493,95;;;;;;494,8875;0,286489573;0;;0,391111111;28,11501597;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;170000;493,95;;;;;;494,03125;0,286489573;0;;0,288888889;22,4137931;30;70;;19221,07;0;19221,06944
MOEX,MDMG:TQBR;60;20210121;180000;494;;;;;;493,0375;0;141,525849;;0,647058824;39,28571429;30;70;;0,00;38,90904744;19221,06944
MOEX,MDMG:TQBR;60;20210121;190000;490;;;;;;492,3125;0,288828263;0;;0,492537313;33;30;70;;0,00;38,90904744;19065,43325
MOEX,MDMG:TQBR;60;20210122;110000;490;;;;;;491,8875;0,288828263;0;;0,825;45,20547945;30;70;;0,00;38,90904744;19065,43325
MOEX,MDMG:TQBR;60;20210122;120000;489,2;;;;;;491,7;0,288828263;0;;0,6875;40,74074074;30;70;;0,00;38,90904744;19034,30601
MOEX,MDMG:TQBR;60;20210122;130000;489,8;;;;;;491,5875;0,288828263;0;;0,583333333;36,84210526;30;70;;0,00;38,90904744;19057,65144
MOEX,MDMG:TQBR;60;20210122;140000;493,5;;;;;;491,8;0;142,5367479;;0,90625;47,54098361;30;70;;0,00;38,90904744;19201,61491
MOEX,MDMG:TQBR;60;20210122;150000;495,05;;;;;;491,9375;0;142,5367479;;1,229166667;55,14018692;30;70;;0,00;38,90904744;19261,92394
MOEX,MDMG:TQBR;60;20210122;160000;495,05;;;;;;492,075;0;142,5367479;;1,21875;54,92957746;30;70;;0,00;38,90904744;19261,92394
MOEX,MDMG:TQBR;60;20210122;170000;493,6;;;;;;492,025;0;142,5367479;;2,6;72,22222222;30;70;;0,00;38,90904744;19205,50582
