<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;129;7;;;;;;;129,00;39;18526,71359;;129;39;19502,19842
MOEX,MDMG:TQBR;60;20210105;130000;467,9;;;;;;462,4857143;0;136,5500584;;18,08333333;94,75982533;30;70;;18003,33;0;18003,32817;;14247,95443;8,081390246;18029,23692
MOEX,MDMG:TQBR;60;20210105;140000;465,65;;;;;;463,6285714;0;136,5500584;;3,122807018;75,74468085;30;70;;18003,33;0;18003,32817;;14247,95443;8,081390246;18011,05379
MOEX,MDMG:TQBR;60;20210105;150000;463,8;;;;;;464,2285714;0,294415822;0;;2,170731707;68,46153846;30;70;;18003,33;0;18003,32817;;14520,93744;7,492811087;17996,10322
MOEX,MDMG:TQBR;60;20210105;160000;466,4;;;;;;465,2857143;0;137,3155395;;2,56097561;71,91780822;30;70;;18003,33;0;18003,32817;;14520,93744;7,492811087;18015,58453
MOEX,MDMG:TQBR;60;20210105;170000;466,5;;;;;;466,2142857;0;137,3155395;;1,12195122;52,87356322;30;70;;18003,33;0;18003,32817;;15186,60929;6,065861786;18016,33381
MOEX,MDMG:TQBR;60;20210105;180000;466,3;;;;;;466,2571429;0;137,3155395;;0,779069767;43,79084967;30;70;;18003,33;0;18003,32817;;15186,60929;6,065861786;18015,12064
MOEX,MDMG:TQBR;60;20210105;190000;462,25;;;;;;465,5428571;0,297059036;0;;0,323353293;24,43438914;30;70;;18003,33;0;18003,32817;;15186,60929;6,065861786;17990,5539
MOEX,MDMG:TQBR;60;20210106;110000;460,9;;;;;;464,5428571;0,297059036;0;;0,362416107;26,60098522;30;70;;18003,33;0;18003,32817;;15186,60929;6,065861786;17982,36499
MOEX,MDMG:TQBR;60;20210106;120000;466,35;;;;;;464,6428571;0;138,5334816;;1,455357143;59,27272727;30;70;;0,00;38,60475646;18003,32817;;10224,87948;16,70535962;18015,42393
MOEX,MDMG:TQBR;60;20210106;130000;462,15;;;;;;464,4071429;0,299758696;0;;0,566326531;36,15635179;30;70;;0,00;38,60475646;17841,1882;;10224,87948;16,70535962;17945,26142
MOEX,MDMG:TQBR;60;20210106;140000;465,35;;;;;;464,2571429;0;139,4927094;;0,882653061;46,88346883;30;70;;0,00;38,60475646;17964,72342;;10224,87948;16,70535962;17998,71857
MOEX,MDMG:TQBR;60;20210106;150000;460,95;;;;;;463,4642857;0,302620044;0;;0,617857143;38,18984547;30;70;;0,00;38,60475646;17794,86249;;10224,87948;16,70535962;17925,21499
MOEX,MDMG:TQBR;60;20210106;160000;465;;;;;;463,2785714;0;140,7183206;;1,27638191;56,07064018;30;70;;0,00;38,60475646;17951,21175;;10224,87948;16,70535962;17992,8717
MOEX,MDMG:TQBR;60;20210106;170000;466;;;;;;463,8142857;0;140,7183206;;1,593023256;61,43497758;30;70;;0,00;38,60475646;17989,81651;;10224,87948;16,70535962;18009,57706
MOEX,MDMG:TQBR;60;20210106;180000;465;;;;;;464,4;0;140,7183206;;0,859375;46,21848739;30;70;;0,00;38,60475646;17951,21175;;10224,87948;16,70535962;17992,8717
MOEX,MDMG:TQBR;60;20210106;190000;461,95;;;;;;463,7714286;0,304618077;0;;0,976331361;49,4011976;30;70;;0,00;38,60475646;17833,46725;;10224,87948;16,70535962;17941,92035
MOEX,MDMG:TQBR;60;20210108;110000;465,25;;;;;;464,2142857;0;141,7235602;;0,98816568;49,70238095;30;70;;0,00;38,60475646;17960,86294;;10224,87948;16,70535962;17997,04804
MOEX,MDMG:TQBR;60;20210108;120000;466,9;;;;;;464,4357143;0;141,7235602;;2,469135802;71,17437722;30;70;;0,00;38,60475646;18024,56079;;10224,87948;16,70535962;18024,61188
MOEX,MDMG:TQBR;60;20210108;130000;465,35;;;;;;465,0642857;0;141,7235602;;1,0625;51,51515152;30;70;;17964,72;0;17964,72342;;11753,15605;13,42121526;17998,71857
MOEX,MDMG:TQBR;60;20210108;140000;466,75;;;;;;465,3142857;0;141,7235602;;1,133928571;53,13807531;30;70;;17964,72;0;17964,72342;;11753,15605;13,42121526;18017,50828
MOEX,MDMG:TQBR;60;20210108;150000;465,7;;;;;;465,2714286;0;141,7235602;;1,123893805;52,91666667;30;70;;17964,72;0;17964,72342;;11753,15605;13,42121526;18003,416
MOEX,MDMG:TQBR;60;20210108;160000;466,9;;;;;;465,5428571;0;141,7235602;;2,903846154;74,38423645;30;70;;17964,72;0;17964,72342;;11753,15605;13,42121526;18019,52146
MOEX,MDMG:TQBR;60;20210108;170000;465,95;;;;;;466,1142857;0,304160447;0;;1,197183099;54,48717949;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18006,7713
MOEX,MDMG:TQBR;60;20210108;180000;465,95;;;;;;466,2142857;0,304160447;0;;0,732394366;42,27642276;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18006,7713
MOEX,MDMG:TQBR;60;20210108;190000;465,5;;;;;;466,0142857;0,304160447;0;;1,06122449;51,48514851;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18001,93345
MOEX,MDMG:TQBR;60;20210111;110000;469;;;;;;466,5357143;0;142,6512496;;1,918367347;65,73426573;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18039,56121
MOEX,MDMG:TQBR;60;20210111;120000;465,65;;;;;;466,3785714;0,306348652;0;;0,989473684;49,73544974;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18003,54607
MOEX,MDMG:TQBR;60;20210111;130000;466,9;;;;;;466,55;0;143,0341854;;1;50;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18016,98455
MOEX,MDMG:TQBR;60;20210111;140000;469,8;;;;;;466,9642857;0;143,0341854;;2,013157895;66,81222707;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18048,16184
MOEX,MDMG:TQBR;60;20210111;150000;468;;;;;;467,2571429;0;143,0341854;;1,366071429;57,73584906;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18028,81042
MOEX,MDMG:TQBR;60;20210111;160000;468,65;;;;;;467,6428571;0;143,0341854;;1,611650485;61,71003717;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18035,79843
MOEX,MDMG:TQBR;60;20210111;170000;470;;;;;;468,2857143;0;143,0341854;;1,194174757;54,42477876;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18050,312
MOEX,MDMG:TQBR;60;20210111;180000;470,45;;;;;;468,4928571;0;143,0341854;;3,666666667;78,57142857;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18055,14985
MOEX,MDMG:TQBR;60;20210111;190000;471,85;;;;;;469,3785714;0;143,0341854;;3,75;78,94736842;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18070,20095
MOEX,MDMG:TQBR;60;20210112;110000;472,25;;;;;;470,1428571;0;143,0341854;;2,361111111;70,24793388;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18074,50127
MOEX,MDMG:TQBR;60;20210112;120000;473,35;;;;;;470,65;0;143,0341854;;2,972222222;74,82517483;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18086,32714
MOEX,MDMG:TQBR;60;20210112;130000;471,5;;;;;;471,15;0;143,0341854;;2,540540541;71,75572519;30;70;;17964,72;0;17964,72342;;12997,44144;10,75078842;18066,43818
MOEX,MDMG:TQBR;60;20210112;140000;471,6;;;;;;471,5714286;0;143,0341854;;1,864864865;65,09433962;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18067,51326
MOEX,MDMG:TQBR;60;20210112;150000;471,6;;;;;;471,8;0,303295559;0;;1,621621622;61,8556701;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18067,51326
MOEX,MDMG:TQBR;60;20210112;160000;471,25;;;;;;471,9142857;0,303295559;0;;0,727272727;42,10526316;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18064,00113
MOEX,MDMG:TQBR;60;20210112;170000;470;;;;;;471,65;0,303295559;0;;0,347826087;25,80645161;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18051,45784
MOEX,MDMG:TQBR;60;20210112;180000;467,55;;;;;;470,9785714;0,303295559;0;;0,016949153;1,666666667;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18026,87298
MOEX,MDMG:TQBR;60;20210112;190000;467,25;;;;;;470,1071429;0,303295559;0;;0,022988506;2,247191011;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18023,86259
MOEX,MDMG:TQBR;60;20210113;110000;465,6;;;;;;469,2642857;0,303295559;0;;0;0;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18007,30544
MOEX,MDMG:TQBR;60;20210113;120000;466,35;;;;;;468,5142857;0,303295559;0;;0,125;11,11111111;30;70;;17964,72;0;17964,72342;;13335,17847;10,03463695;18014,83141
MOEX,MDMG:TQBR;60;20210113;130000;470;;;;;;468,2857143;0;142,5489125;;0,778761062;43,78109453;30;70;;0,00;38,22281578;17964,72342;;8978,577877;19,30399992;18051,45784
MOEX,MDMG:TQBR;60;20210113;140000;470,65;;;;;;468,2;0;142,5489125;;1,147727273;53,43915344;30;70;;0,00;38,22281578;17989,56825;;8978,577877;19,30399992;18064,00544
MOEX,MDMG:TQBR;60;20210113;150000;470,65;;;;;;468,2928571;0;142,5489125;;2,58974359;72,14285714;30;70;;0,00;38,22281578;17989,56825;;8978,577877;19,30399992;18064,00544
MOEX,MDMG:TQBR;60;20210113;160000;468,5;;;;;;468,4285714;0;142,5489125;;1,328947368;57,06214689;30;70;;17907,39;0;17907,38919;;10342,46584;16,39281962;18022,50184
MOEX,MDMG:TQBR;60;20210113;170000;467,3;;;;;;468,4357143;0,305047962;0;;1,507462687;60,11904762;30;70;;17907,39;0;17907,38919;;10342,46584;16,39281962;18002,83046
MOEX,MDMG:TQBR;60;20210113;180000;468,2;;;;;;468,8071429;0,305047962;0;;1,552238806;60,81871345;30;70;;17907,39;0;17907,38919;;10342,46584;16,39281962;18017,58399
MOEX,MDMG:TQBR;60;20210113;190000;464,05;;;;;;468,4785714;0,305047962;0;;0,206666667;17,12707182;30;70;;17907,39;0;17907,38919;;10342,46584;16,39281962;17949,55379
MOEX,MDMG:TQBR;60;20210114;110000;470,05;;;;;;468,4857143;0;143,3877944;;0,92;47,91666667;30;70;;0,00;38,09677522;17907,38919;;7158,062514;23,16742516;18047,91071
MOEX,MDMG:TQBR;60;20210114;120000;466,5;;;;;;467,8928571;0,307369334;0;;0,624434389;38,44011142;30;70;;0,00;38,09677522;17772,14564;;7158,062514;23,16742516;17965,66635
MOEX,MDMG:TQBR;60;20210114;130000;467,35;;;;;;467,4214286;0,307369334;0;;0,870786517;46,54654655;30;70;;0,00;38,09677522;17804,5279;;7158,062514;23,16742516;17985,35866
MOEX,MDMG:TQBR;60;20210114;140000;468;;;;;;467,35;0;143,8488484;;1,090909091;52,17391304;30;70;;0,00;38,09677522;17829,2908;;7158,062514;23,16742516;18000,41749
MOEX,MDMG:TQBR;60;20210114;150000;464,4;;;;;;466,9357143;0,309752042;0;;0,663716814;39,89361702;30;70;;0,00;38,09677522;17692,14241;;7158,062514;23,16742516;17917,01476
MOEX,MDMG:TQBR;60;20210114;160000;464;;;;;;466,3357143;0,309752042;0;;0,993377483;49,83388704;30;70;;0,00;38,09677522;17676,9037;;7158,062514;23,16742516;17907,74779
MOEX,MDMG:TQBR;60;20210114;170000;465,45;;;;;;466,5357143;0,309752042;0;;0,390728477;28,0952381;30;70;;0,00;38,09677522;17732,14403;;7158,062514;23,16742516;17941,34055
MOEX,MDMG:TQBR;60;20210114;180000;463,35;;;;;;465,5785714;0,309752042;0;;0,483606557;32,59668508;30;70;;0,00;38,09677522;17652,1408;;6835,846125;23,8628312;17892,68896
MOEX,MDMG:TQBR;60;20210114;190000;463,7;;;;;;465,1785714;0,309752042;0;;0,401639344;28,65497076;30;70;;0,00;38,09677522;17665,47467;;6835,846125;23,8628312;17901,04095
MOEX,MDMG:TQBR;60;20210115;110000;462,25;;;;;;464,45;0,309752042;0;;0,238410596;19,2513369;30;70;;0,00;38,09677522;17610,23435;;6835,846125;23,8628312;17866,43985
MOEX,MDMG:TQBR;60;20210115;120000;462,3;;;;;;463,6357143;0,309752042;0;;0,46835443;31,89655172;30;70;;0,00;38,09677522;17612,13919;;5971,438697;25,73262879;17867,63299
MOEX,MDMG:TQBR;60;20210115;130000;462;;;;;;463,2928571;0,309752042;0;;0,480519481;32,45614035;30;70;;0,00;38,09677522;17600,71015;;5971,438697;25,73262879;17859,9132
MOEX,MDMG:TQBR;60;20210115;140000;462,05;;;;;;463,0142857;0,309752042;0;;0,116883117;10,46511628;30;70;;0,00;38,09677522;17602,61499;;5971,438697;25,73262879;17861,19983
MOEX,MDMG:TQBR;60;20210115;150000;462,55;;;;;;462,6;0,309752042;0;;0,542857143;35,18518519;30;70;;0,00;38,09677522;17621,66338;;4495,294937;28,92394597;17874,06615
MOEX,MDMG:TQBR;60;20210115;160000;462,8;;;;;;462,5214286;0;143,3532451;;0,485714286;32,69230769;30;70;;0,00;38,09677522;17631,18757;;4495,294937;28,92394597;17881,29713
MOEX,MDMG:TQBR;60;20210115;170000;464,85;;;;;;462,6857143;0;143,3532451;;9,666666667;90,625;30;70;;0,00;38,09677522;17709,28596;;4495,294937;28,92394597;17940,59122
MOEX,MDMG:TQBR;60;20210115;180000;464,95;;;;;;463,0714286;0;143,3532451;;9,833333333;90,76923077;30;70;;0,00;38,09677522;17713,09564;;4495,294937;28,92394597;17943,48362
MOEX,MDMG:TQBR;60;20210115;190000;463,55;;;;;;463,25;0;143,3532451;;2,107142857;67,81609195;30;70;;17659,76;0;17659,76015;;7572,781817;22,2849925;17902,99009
MOEX,MDMG:TQBR;60;20210118;110000;464,35;;;;;;463,5857143;0;143,3532451;;2,642857143;72,54901961;30;70;;17659,76;0;17659,76015;;7572,781817;22,2849925;17920,81809
MOEX,MDMG:TQBR;60;20210118;120000;467,15;;;;;;464,3142857;0;143,3532451;;4,285714286;81,08108108;30;70;;17659,76;0;17659,76015;;7572,781817;22,2849925;17983,21606
MOEX,MDMG:TQBR;60;20210118;130000;466,3;;;;;;464,85;0;143,3532451;;2,555555556;71,875;30;70;;17659,76;0;17659,76015;;7572,781817;22,2849925;17964,27382
MOEX,MDMG:TQBR;60;20210118;140000;465,05;;;;;;465,1714286;0,308253403;0;;1,057142857;51,38888889;30;70;;17659,76;0;17659,76015;;9695,887755;17,71966418;17936,41758
MOEX,MDMG:TQBR;60;20210118;150000;465,65;;;;;;465,2857143;0;143,5381972;;1,2;54,54545455;30;70;;17659,76;0;17659,76015;;9695,887755;17,71966418;17947,04938
MOEX,MDMG:TQBR;60;20210118;160000;466,6;;;;;;465,5214286;0;143,5381972;;2,452380952;71,03448276;30;70;;17659,76;0;17659,76015;;9695,887755;17,71966418;17963,88306
MOEX,MDMG:TQBR;60;20210118;170000;466;;;;;;465,8714286;0;143,5381972;;1,611111111;61,70212766;30;70;;17659,76;0;17659,76015;;10466,49424;16,06600219;17953,25126
MOEX,MDMG:TQBR;60;20210118;180000;465;;;;;;465,9642857;0,308684295;0;;0,418918919;29,52380952;30;70;;17659,76;0;17659,76015;;10466,49424;16,06600219;17937,18526
MOEX,MDMG:TQBR;60;20210118;190000;465,05;;;;;;465,6642857;0,308684295;0;;0,561403509;35,95505618;30;70;;0,00;37,97389561;17659,76015;;9793,368178;17,51342948;17937,98856
MOEX,MDMG:TQBR;60;20210119;110000;463,45;;;;;;465,2571429;0,308684295;0;;0,5;33,33333333;30;70;;0,00;37,97389561;17599,00192;;9793,368178;17,51342948;17909,96707
MOEX,MDMG:TQBR;60;20210119;120000;462,65;;;;;;464,9142857;0,308684295;0;;0,25;20;30;70;;0,00;37,97389561;17568,62281;;9793,368178;17,51342948;17895,95633
MOEX,MDMG:TQBR;60;20210119;130000;460,25;;;;;;464,1428571;0,308684295;0;;0,0078125;0,775193798;30;70;;0,00;37,97389561;17477,48546;;9793,368178;17,51342948;17853,9241
MOEX,MDMG:TQBR;60;20210119;140000;467,3;;;;;;464,2428571;0;144,2481711;;1,224137931;55,03875969;30;70;;0,00;37,97389561;17745,20142;;4479,137384;28,88563319;17977,39377
MOEX,MDMG:TQBR;60;20210119;150000;476,7;;;;;;465,7714286;0;144,2481711;;3,4375;77,46478873;30;70;;0,00;37,97389561;18102,15604;;4479,137384;28,88563319;18248,91873
MOEX,MDMG:TQBR;60;20210119;160000;482,55;;;;;;468,2785714;0;144,2481711;;4,645833333;82,28782288;30;70;;0,00;37,97389561;18324,30333;;4479,137384;28,88563319;18417,89968
MOEX,MDMG:TQBR;60;20210119;170000;491,45;;;;;;472,05;0;144,2481711;;9,75;90,69767442;30;70;;0,00;37,97389561;18662,271;;4479,137384;28,88563319;18674,98182
MOEX,MDMG:TQBR;60;20210119;180000;488,15;;;;;;475,5785714;0;144,2481711;;5,473684211;84,55284553;30;70;;0,00;37,97389561;18536,95714;;4479,137384;28,88563319;18579,65923
MOEX,MDMG:TQBR;60;20210119;190000;490,9;;;;;;479,6142857;0;144,2481711;;10,28787879;91,1409396;30;70;;0,00;37,97389561;18641,38536;;4479,137384;28,88563319;18659,09472
MOEX,MDMG:TQBR;60;20210120;110000;489,95;;;;;;483,8571429;0;144,2481711;;6,329411765;86,35634029;30;70;;0,00;37,97389561;18605,31016;;4479,137384;28,88563319;18631,65337
MOEX,MDMG:TQBR;60;20210120;120000;534;;;;;;493,3857143;0;144,2481711;;14,48235294;93,54103343;30;70;;0,00;37,97389561;20278,06026;;4479,137384;28,88563319;19904,06551
MOEX,MDMG:TQBR;60;20210120;130000;503,35;;;;;;497,1928571;0;144,2481711;;1,595988539;61,4790287;30;70;;19114,16;0;19114,16036;;9140,819324;19,62432011;19018,72085
MOEX,MDMG:TQBR;60;20210120;140000;500;;;;;;499,6857143;0;144,2481711;;1,223529412;55,02645503;30;70;;19114,16;0;19114,16036;;9140,819324;19,62432011;18952,97938
MOEX,MDMG:TQBR;60;20210120;150000;500,75;;;;;;501,0142857;0,288064246;0;;1,360515021;57,63636364;30;70;;19114,16;0;19114,16036;;9140,819324;19,62432011;18967,69762
MOEX,MDMG:TQBR;60;20210120;160000;499,45;;;;;;502,6285714;0,288064246;0;;1,235862069;55,2745219;30;70;;19114,16;0;19114,16036;;9140,819324;19,62432011;18942,186
MOEX,MDMG:TQBR;60;20210120;170000;501;;;;;;504,0714286;0,288064246;0;;1,313031161;56,76668708;30;70;;19114,16;0;19114,16036;;9140,819324;19,62432011;18972,6037
MOEX,MDMG:TQBR;60;20210120;180000;500,8;;;;;;505,6214286;0,288064246;0;;0,064788732;6,084656085;30;70;;19114,16;0;19114,16036;;9140,819324;19,62432011;18968,67884
MOEX,MDMG:TQBR;60;20210120;190000;501,95;;;;;;501,0428571;0;144,5938482;;0,711340206;41,56626506;30;70;;0,00;38,07980946;19114,16036;;5897,509554;26,08574011;18991,2468
MOEX,MDMG:TQBR;60;20210121;110000;495,8;;;;;;499,9642857;0,291637451;0;;0,450980392;31,08108108;30;70;;0,00;38,07980946;18879,96953;;5897,509554;26,08574011;18830,8195
MOEX,MDMG:TQBR;60;20210121;120000;493,4;;;;;;499,0214286;0,291637451;0;;0,268656716;21,17647059;30;70;;0,00;38,07980946;18788,57799;;5897,509554;26,08574011;18768,21373
MOEX,MDMG:TQBR;60;20210121;130000;490,7;;;;;;497,5857143;0,291637451;0;;0,23580786;19,08127208;30;70;;0,00;38,07980946;18685,7625;;5897,509554;26,08574011;18697,78223
MOEX,MDMG:TQBR;60;20210121;140000;490,7;;;;;;496,3357143;0,291637451;0;;0,100436681;9,126984127;30;70;;0,00;38,07980946;18685,7625;;5897,509554;26,08574011;18697,78223
MOEX,MDMG:TQBR;60;20210121;150000;491,8;;;;;;495,0214286;0,291637451;0;;0,2;16,66666667;30;70;;0,00;38,07980946;18727,65029;;5897,509554;26,08574011;18726,47654
MOEX,MDMG:TQBR;60;20210121;160000;493,95;;;;;;494,0428571;0,291637451;0;;0,288888889;22,4137931;30;70;;0,00;38,07980946;18809,52188;;5897,509554;26,08574011;18782,56088
MOEX,MDMG:TQBR;60;20210121;170000;493,95;;;;;;492,9;0;144,0543189;;0,637254902;38,92215569;30;70;;0,00;38,07980946;18809,52188;;4923,927294;28,0567539;18782,56088
MOEX,MDMG:TQBR;60;20210121;180000;494;;;;;;492,6428571;0;144,0543189;;1,222222222;55;30;70;;0,00;38,07980946;18811,42587;;4923,927294;28,0567539;18783,96372
MOEX,MDMG:TQBR;60;20210121;190000;490;;;;;;492,1571429;0,293988406;0;;0,825;45,20547945;30;70;;0,00;38,07980946;18659,10663;;4923,927294;28,0567539;18671,7367
MOEX,MDMG:TQBR;60;20210122;110000;490;;;;;;492,0571429;0,293988406;0;;0,825;45,20547945;30;70;;0,00;38,07980946;18659,10663;;4923,927294;28,0567539;18671,7367
MOEX,MDMG:TQBR;60;20210122;120000;489,2;;;;;;491,8428571;0,293988406;0;;0,458333333;31,42857143;30;70;;0,00;38,07980946;18628,64279;;4923,927294;28,0567539;18649,2913
MOEX,MDMG:TQBR;60;20210122;130000;489,8;;;;;;491,5571429;0,293988406;0;;0,135416667;11,9266055;30;70;;0,00;38,07980946;18651,49067;;4923,927294;28,0567539;18666,12535
MOEX,MDMG:TQBR;60;20210122;140000;493,5;;;;;;491,4928571;0;145,0832783;;0,90625;47,54098361;30;70;;0,00;38,07980946;18792,38597;;3170,30121;31,61020088;18769,93534
MOEX,MDMG:TQBR;60;20210122;150000;495,05;;;;;;491,65;0;145,0832783;;1,21875;54,92957746;30;70;;0,00;38,07980946;18851,40967;;3170,30121;31,61020088;18818,93115
MOEX,MDMG:TQBR;60;20210122;160000;495,05;;;;;;491,8;0;145,0832783;;7,3125;87,96992481;30;70;;0,00;38,07980946;18851,40967;;3170,30121;31,61020088;18818,93115
MOEX,MDMG:TQBR;60;20210122;170000;493,6;;;;;;492,3142857;0;145,0832783;;2,6;72,22222222;30;70;;0,00;38,07980946;18796,19395;;3170,30121;31,61020088;18773,09636
MOEX,MDMG:TQBR;60;20210122;180000;489,7;;;;;;492,2714286;0,296269713;0;;1,093457944;52,23214286;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18649,81658
MOEX,MDMG:TQBR;60;20210122;190000;491,2;;;;;;492,5571429;0,296269713;0;;1,261682243;55,78512397;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18687,75352
MOEX,MDMG:TQBR;60;20210125;110000;491,5;;;;;;492,8;0,296269713;0;;0,626168224;38,50574713;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18695,34091
MOEX,MDMG:TQBR;60;20210125;120000;494,75;;;;;;492,9785714;0;146,5794403;;0,943925234;48,55769231;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18777,53763
MOEX,MDMG:TQBR;60;20210125;130000;491,85;;;;;;492,5214286;0,29801655;0;;0,612121212;37,96992481;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18704,19287
MOEX,MDMG:TQBR;60;20210125;140000;491;;;;;;491,9428571;0,29801655;0;;0,660130719;39,76377953;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18682,69527
MOEX,MDMG:TQBR;60;20210125;150000;491,9;;;;;;491,7;0;146,5943412;;1,586666667;61,34020619;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18705,45743
MOEX,MDMG:TQBR;60;20210125;160000;496,9;;;;;;492,7285714;0;146,5943412;;2,52;71,59090909;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18831,91392
MOEX,MDMG:TQBR;60;20210125;170000;497,95;;;;;;493,6928571;0;146,5943412;;2,72;73,11827957;30;70;;18647,68;0;18647,68269;;6264,668618;25,29129664;18858,46978
MOEX,MDMG:TQBR;60;20210125;180000;499;;;;;;494,7642857;0;146,5943412;;2,133333333;68,08510638;30;70;;18647,68;0;18647,68269;;6899,873043;24,01834187;18885,02564
MOEX,MDMG:TQBR;60;20210125;190000;499,45;;;;;;495,4357143;0;146,5943412;;9,941176471;90,86021505;30;70;;18647,68;0;18647,68269;;6899,873043;24,01834187;18895,83389
MOEX,MDMG:TQBR;60;20210126;110000;496,15;;;;;;496,05;0;146,5943412;;2,560606061;71,91489362;30;70;;18647,68;0;18647,68269;;6899,873043;24,01834187;18816,57336
MOEX,MDMG:TQBR;60;20210126;120000;491,15;;;;;;496,0714286;0,29847163;0;;0,909638554;47,6340694;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18696,48165
MOEX,MDMG:TQBR;60;20210126;130000;490;;;;;;495,8;0,29847163;0;;0,26984127;21,25;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18675,56719
MOEX,MDMG:TQBR;60;20210126;140000;489,35;;;;;;494,7214286;0,29847163;0;;0,148514851;12,93103448;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18663,74597
MOEX,MDMG:TQBR;60;20210126;150000;490,15;;;;;;493,6071429;0,29847163;0;;0,123762376;11,01321586;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18678,29516
MOEX,MDMG:TQBR;60;20210126;160000;490,4;;;;;;492,3785714;0,29847163;0;;0,103960396;9,417040359;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18682,84179
MOEX,MDMG:TQBR;60;20210126;170000;490,9;;;;;;491,1571429;0,29847163;0;;0,227941176;18,56287425;30;70;;18647,68;0;18647,68269;;9764,186844;18,1864905;18691,93503
MOEX,MDMG:TQBR;60;20210126;180000;490,1;;;;;;490,2928571;0,29847163;0;;0,596153846;37,34939759;30;70;;0,00;38,04873024;18647,68269;;7929,835604;21,92930063;18677,38584
MOEX,MDMG:TQBR;60;20210126;190000;489,5;;;;;;490,0571429;0,29847163;0;;0,756097561;43,05555556;30;70;;0,00;38,04873024;18624,85345;;7929,835604;21,92930063;18664,22826
MOEX,MDMG:TQBR;60;20210127;110000;486,95;;;;;;489,6214286;0,29847163;0;;0,392405063;28,18181818;30;70;;0,00;38,04873024;18527,82919;;7929,835604;21,92930063;18608,30854
MOEX,MDMG:TQBR;60;20210127;120000;487,9;;;;;;489,4142857;0,29847163;0;;0,430379747;30,08849558;30;70;;0,00;38,04873024;18563,97548;;7778,639221;22,23919278;18629,14138
MOEX,MDMG:TQBR;60;20210127;130000;488,05;;;;;;489,1142857;0,29847163;0;;0,405063291;28,82882883;30;70;;0,00;38,04873024;18569,68279;;7778,639221;22,23919278;18632,47726
MOEX,MDMG:TQBR;60;20210127;140000;487,85;;;;;;488,75;0,29847163;0;;0,265060241;20,95238095;30;70;;0,00;38,04873024;18562,07305;;7778,639221;22,23919278;18628,02942
MOEX,MDMG:TQBR;60;20210127;150000;488,5;;;;;;488,4071429;0;145,8033913;;0,52238806;34,31372549;30;70;;0,00;38,04873024;18586,80472;;6739,308434;24,36678907;18642,48489
MOEX,MDMG:TQBR;60;20210127;160000;489,65;;;;;;488,3428571;0;145,8033913;;1,054545455;51,32743363;30;70;;0,00;38,04873024;18630,56076;;6739,308434;24,36678907;18670,5067
MOEX,MDMG:TQBR;60;20210127;170000;489,45;;;;;;488,3357143;0;145,8033913;;7,25;87,87878788;30;70;;0,00;38,04873024;18622,95102;;6739,308434;24,36678907;18665,63334
MOEX,MDMG:TQBR;60;20210127;180000;488,5;;;;;;488,5571429;0,29847163;0;;1,444444444;59,09090909;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18642,48489
MOEX,MDMG:TQBR;60;20210127;190000;487,65;;;;;;488,5214286;0,29847163;0;;0,818181818;45;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18627,7356
MOEX,MDMG:TQBR;60;20210128;110000;490,8;;;;;;488,9142857;0;146,4898761;;2,475;71,22302158;30;70;;18586,80;0;18586,80472;;10165,98045;17,35210737;18682,39474
