<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;;;;;;;129;7;;;;;;;129,00;39;18526,71359;;129;39;19502,19842
MOEX,MDMG:TQBR;60;20210218;190000;507;;;;;;506,6285714;0;155,8029668;;1,795180723;64,22413793;30;70;;18475,16;0;18475,15668;;13728,60834;11,19708908;19405,5325
MOEX,MDMG:TQBR;60;20210219;110000;510,6;;;;;;507,6142857;0;155,8029668;;2,192771084;68,67924528;30;70;;18475,16;0;18475,15668;;13728,60834;11,19708908;19445,84202
MOEX,MDMG:TQBR;60;20210219;120000;510,25;;;;;;508,2714286;0;155,8029668;;2,71641791;73,09236948;30;70;;18475,16;0;18475,15668;;13728,60834;11,19708908;19441,92304
MOEX,MDMG:TQBR;60;20210219;130000;512,95;;;;;;509,4785714;0;155,8029668;;3,104477612;75,63636364;30;70;;18475,16;0;18475,15668;;13728,60834;11,19708908;19472,15518
MOEX,MDMG:TQBR;60;20210219;140000;512,7;;;;;;510,45;0;155,8029668;;1,847222222;64,87804878;30;70;;18475,16;0;18475,15668;;14346,21604;9,992470984;19469,35591
MOEX,MDMG:TQBR;60;20210219;150000;509,35;;;;;;510,4071429;0,305885868;0;;0,90647482;47,54716981;30;70;;18475,16;0;18475,15668;;14346,21604;9,992470984;19435,88113
MOEX,MDMG:TQBR;60;20210219;160000;508,95;;;;;;510,2571429;0,305885868;0;;1,448275862;59,15492958;30;70;;18475,16;0;18475,15668;;14346,21604;9,992470984;19431,88414
MOEX,MDMG:TQBR;60;20210219;170000;507;;;;;;510,2571429;0,305885868;0;;0,428571429;30;30;70;;18475,16;0;18475,15668;;14346,21604;9,992470984;19412,39882
MOEX,MDMG:TQBR;60;20210219;180000;506;;;;;;509,6;0,305885868;0;;0,388489209;27,97927461;30;70;;18475,16;0;18475,15668;;14346,21604;9,992470984;19402,40635
MOEX,MDMG:TQBR;60;20210219;190000;510;;;;;;509,5642857;0;156,0017926;;0,575539568;36,52968037;30;70;;0,00;36,22579741;18475,15668;;13119,55635;12,39768605;19442,37624
MOEX,MDMG:TQBR;60;20210220;110000;511;;;;;;509,2857143;0;156,0017926;;0,746268657;42,73504274;30;70;;0,00;36,22579741;18511,38248;;13119,55635;12,39768605;19454,77392
MOEX,MDMG:TQBR;60;20210220;120000;524,9;;;;;;511,0285714;0;156,0017926;;5,641791045;84,94382022;30;70;;0,00;36,22579741;19014,92106;;13119,55635;12,39768605;19627,10176
MOEX,MDMG:TQBR;60;20210220;130000;529;;;;;;513,8357143;0;156,0017926;;7,796610169;88,63198459;30;70;;0,00;36,22579741;19163,44683;;13119,55635;12,39768605;19677,93227
MOEX,MDMG:TQBR;60;20210220;140000;531;;;;;;516,9857143;0;156,0017926;;25;96,15384615;30;70;;0,00;36,22579741;19235,89842;;13119,55635;12,39768605;19702,72764
MOEX,MDMG:TQBR;60;20210220;150000;537;;;;;;521,2714286;0;156,0017926;;31;96,875;30;70;;0,00;36,22579741;19453,25321;;13119,55635;12,39768605;19777,11376
MOEX,MDMG:TQBR;60;20210220;160000;541,6;;;;;;526,3571429;0;156,0017926;;;;30;70;;19619,89;0;19619,89188;;19624,31228;0,387427689;19834,14312
MOEX,MDMG:TQBR;60;20210220;170000;540;;;;;;530,6428571;0;156,0017926;;19,125;95,0310559;30;70;;0,00;36,33313311;19619,89188;;975,1211071;34,9229669;19833,52323
MOEX,MDMG:TQBR;60;20210220;180000;542,6;;;;;;535,1571429;0;156,0017926;;12,0625;92,34449761;30;70;;0,00;36,33313311;19714,35802;;975,1211071;34,9229669;19924,32295
MOEX,MDMG:TQBR;60;20210220;190000;537,05;;;;;;536,8928571;0;156,0017926;;2,125874126;68,00894855;30;70;;19512,71;0;19512,70913;;5539,345656;26,42427115;19730,50048
MOEX,MDMG:TQBR;60;20210222;110000;559;;;;;;541,1785714;0;156,0017926;;4,916083916;83,09692671;30;70;;19512,71;0;19512,70913;;5539,345656;26,42427115;20310,51323
MOEX,MDMG:TQBR;60;20210222;120000;553,7;;;;;;544,4214286;0;156,0017926;;2,341365462;70,07211538;30;70;;19512,71;0;19512,70913;;5539,345656;26,42427115;20170,46459
MOEX,MDMG:TQBR;60;20210222;130000;560;;;;;;547,7071429;0;156,0017926;;2,477911647;71,24711316;30;70;;19512,71;0;19512,70913;;5539,345656;26,42427115;20336,9375
MOEX,MDMG:TQBR;60;20210222;140000;559,65;;;;;;550,2857143;0;156,0017926;;2,754464286;73,36504162;30;70;;19512,71;0;19512,70913;;5539,345656;26,42427115;20327,68901
MOEX,MDMG:TQBR;60;20210222;150000;555,55;;;;;;552,5071429;0;156,0017926;;1,846405229;64,86796785;30;70;;19512,71;0;19512,70913;;6786,716411;24,17898134;20219,3495
MOEX,MDMG:TQBR;60;20210222;160000;558;;;;;;554,7071429;0;156,0017926;;3,148717949;75,89616811;30;70;;19512,71;0;19512,70913;;6786,716411;24,17898134;20278,588
MOEX,MDMG:TQBR;60;20210222;170000;559,8;;;;;;557,9571429;0;156,0017926;;1,082051282;51,97044335;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;20322,11017
MOEX,MDMG:TQBR;60;20210222;180000;556,85;;;;;;557,65;0,280150476;0;;1,425675676;58,77437326;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;20267,84791
MOEX,MDMG:TQBR;60;20210222;190000;543,95;;;;;;556,2571429;0,280150476;0;;0,209359606;17,31160896;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;20030,56551
MOEX,MDMG:TQBR;60;20210224;110000;548;;;;;;554,5428571;0,280150476;0;;0,4160401;29,38053097;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;20105,06115
MOEX,MDMG:TQBR;60;20210224;120000;537,05;;;;;;551,3142857;0,280150476;0;;0,309701493;23,64672365;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19903,64701
MOEX,MDMG:TQBR;60;20210224;130000;526,95;;;;;;547,2285714;0,280150476;0;;0,158536585;13,68421053;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19717,86777
MOEX,MDMG:TQBR;60;20210224;140000;529,05;;;;;;543,0928571;0,280150476;0;;0,166666667;14,28571429;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19756,49513
MOEX,MDMG:TQBR;60;20210224;150000;528,7;;;;;;538,65;0,280150476;0;;0,179300292;15,2039555;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19750,05724
MOEX,MDMG:TQBR;60;20210224;160000;527,45;;;;;;534,45;0,280150476;0;;0,271523179;21,35416667;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19727,06476
MOEX,MDMG:TQBR;60;20210224;170000;518,1;;;;;;530,7571429;0,280150476;0;;0,065625;6,158357771;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19555,081
MOEX,MDMG:TQBR;60;20210224;180000;514,4;;;;;;525,9571429;0,280150476;0;;0,084848485;7,82122905;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19487,02326
MOEX,MDMG:TQBR;60;20210224;190000;518,5;;;;;;523,3071429;0,280150476;0;;0,423208191;29,73621103;30;70;;19512,71;0;19512,70913;;10025,15747;18,39398482;19562,43859
MOEX,MDMG:TQBR;60;20210225;110000;522,3;;;;;;522,6428571;0,280150476;0;;0,539249147;35,03325942;30;70;;0,00;37,35919804;19512,70913;;9494,120024;19,4107136;19632,33574
MOEX,MDMG:TQBR;60;20210225;120000;517,4;;;;;;520,9785714;0,280150476;0;;0,411458333;29,15129151;30;70;;0,00;37,35919804;19329,64906;;9494,120024;19,4107136;19537,22324
MOEX,MDMG:TQBR;60;20210225;130000;519,5;;;;;;519,6642857;0,280150476;0;;0,557103064;35,77817531;30;70;;0,00;37,35919804;19408,10338;;8864,955722;20,62180946;19577,98574
MOEX,MDMG:TQBR;60;20210225;140000;519;;;;;;518,4571429;0;145,3980971;;1,098901099;52,35602094;30;70;;0,00;37,35919804;19389,42378;;8864,955722;20,62180946;19567,67483
MOEX,MDMG:TQBR;60;20210225;150000;518,35;;;;;;518,4928571;0,280501779;0;;1,652892562;62,30529595;30;70;;0,00;37,35919804;19365,1403;;8864,955722;20,62180946;19554,27066
MOEX,MDMG:TQBR;60;20210225;160000;516,1;;;;;;518,7357143;0,280501779;0;;0,710843373;41,54929577;30;70;;0,00;37,35919804;19281,08211;;8864,955722;20,62180946;19507,87159
MOEX,MDMG:TQBR;60;20210225;170000;514,3;;;;;;518,1357143;0,280501779;0;;0,207920792;17,21311475;30;70;;0,00;37,35919804;19213,83555;;8864,955722;20,62180946;19470,75233
MOEX,MDMG:TQBR;60;20210225;180000;513,45;;;;;;516,8714286;0,280501779;0;;0,347107438;25,76687117;30;70;;0,00;37,35919804;19182,08023;;8864,955722;20,62180946;19453,22379
MOEX,MDMG:TQBR;60;20210225;190000;510;;;;;;515,8142857;0,280501779;0;;0;0;30;70;;0,00;37,35919804;19053,191;;8864,955722;20,62180946;19382,07855
MOEX,MDMG:TQBR;60;20210226;110000;499,25;;;;;;512,9214286;0,280501779;0;;0;0;30;70;;0,00;37,35919804;18651,57962;;8864,955722;20,62180946;19160,3941
MOEX,MDMG:TQBR;60;20210226;120000;508,95;;;;;;511,4857143;0,280501779;0;;0,507853403;33,68055556;30;70;;0,00;37,35919804;19013,96384;;5879,189385;26,48833139;19360,42565
MOEX,MDMG:TQBR;60;20210226;130000;507,05;;;;;;509,8714286;0,280501779;0;;0,517333333;34,09490334;30;70;;0,00;37,35919804;18942,98136;;5879,189385;26,48833139;19310,09782
MOEX,MDMG:TQBR;60;20210226;140000;510,6;;;;;;509,0857143;0;143,2242083;;0,781710914;43,87417219;30;70;;0,00;37,35919804;19075,60652;;5879,189385;26,48833139;19404,13139
MOEX,MDMG:TQBR;60;20210226;150000;512,55;;;;;;508,8357143;0;143,2242083;;0,944099379;48,56230032;30;70;;0,00;37,35919804;19148,45695;;5879,189385;26,48833139;19455,78364
MOEX,MDMG:TQBR;60;20210226;160000;512,9;;;;;;508,7571429;0;143,2242083;;1,229249012;55,14184397;30;70;;0,00;37,35919804;19161,53267;;5879,189385;26,48833139;19465,05456
MOEX,MDMG:TQBR;60;20210226;170000;512,9;;;;;;509,1714286;0;143,2242083;;8,184210526;89,11174785;30;70;;0,00;37,35919804;19161,53267;;5879,189385;26,48833139;19465,05456
MOEX,MDMG:TQBR;60;20210226;180000;511,4;;;;;;510,9071429;0;143,2242083;;1,720588235;63,24324324;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19425,32206
MOEX,MDMG:TQBR;60;20210226;190000;502;;;;;;509,9142857;0,285307188;0;;0,536697248;34,92537313;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19240,74182
MOEX,MDMG:TQBR;60;20210301;110000;508,95;;;;;;510,1857143;0,285307188;0;;0,848623853;45,9057072;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19377,21338
MOEX,MDMG:TQBR;60;20210301;120000;507,95;;;;;;509,8071429;0,285307188;0;;0,613445378;38,02083333;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19357,57718
MOEX,MDMG:TQBR;60;20210301;130000;507;;;;;;509,0142857;0,285307188;0;;0,540856031;35,1010101;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19338,9228
MOEX,MDMG:TQBR;60;20210301;140000;507,75;;;;;;508,2785714;0,285307188;0;;0,59922179;37,46958637;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19353,64994
MOEX,MDMG:TQBR;60;20210301;150000;507,9;;;;;;507,5642857;0;144,9075207;;0,691629956;40,88541667;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19356,59537
MOEX,MDMG:TQBR;60;20210301;160000;507,8;;;;;;507,05;0;144,9075207;;3,829268293;79,29292929;30;70;;19105,49;0;19105,49388;;9383,37134;19,63619617;19354,63175
MOEX,MDMG:TQBR;60;20210301;170000;509,25;;;;;;508,0857143;0;144,9075207;;1,146341463;53,40909091;30;70;;19105,49;0;19105,49388;;11971,68604;14,55359489;19383,10424
MOEX,MDMG:TQBR;60;20210301;180000;508,05;;;;;;507,9571429;0;144,9075207;;1,044444444;51,08695652;30;70;;19105,49;0;19105,49388;;11971,68604;14,55359489;19365,63992
MOEX,MDMG:TQBR;60;20210301;190000;507;;;;;;507,8214286;0,28581365;0;;1;50;30;70;;19105,49;0;19105,49388;;11971,68604;14,55359489;19350,35865
MOEX,MDMG:TQBR;60;20210302;110000;503,35;;;;;;507,3;0,28581365;0;;0,266666667;21,05263158;30;70;;19105,49;0;19105,49388;;11971,68604;14,55359489;19297,23803
MOEX,MDMG:TQBR;60;20210302;120000;510,95;;;;;;507,7571429;0;146,0364846;;1,508333333;60,13289037;30;70;;0,00;37,39210075;19105,49388;;7293,120156;23,71019707;19407,84535
MOEX,MDMG:TQBR;60;20210302;130000;513,1;;;;;;508,5;0;146,0364846;;1,898305085;65,49707602;30;70;;0,00;37,39210075;19185,88689;;7293,120156;23,71019707;19458,82227
MOEX,MDMG:TQBR;60;20210302;140000;515,35;;;;;;509,5785714;0;146,0364846;;2,033898305;67,03910615;30;70;;0,00;37,39210075;19270,01912;;7293,120156;23,71019707;19512,17022
MOEX,MDMG:TQBR;60;20210302;150000;512,7;;;;;;510,0714286;0;146,0364846;;1,632653061;62,01550388;30;70;;0,00;37,39210075;19170,93005;;7293,120156;23,71019707;19449,33819
MOEX,MDMG:TQBR;60;20210302;160000;511,75;;;;;;510,6;0;146,0364846;;1,655172414;62,33766234;30;70;;0,00;37,39210075;19135,40756;;7293,120156;23,71019707;19426,81351
MOEX,MDMG:TQBR;60;20210302;170000;512,2;;;;;;511,3428571;0;146,0364846;;3,458333333;77,57009346;30;70;;0,00;37,39210075;19152,234;;7293,120156;23,71019707;19437,4831
MOEX,MDMG:TQBR;60;20210302;180000;511,75;;;;;;512,5428571;0,285366848;0;;1,197530864;54,49438202;30;70;;19135,41;0;19135,40756;;10093,05622;18,23890041;19426,81351
MOEX,MDMG:TQBR;60;20210302;190000;512,05;;;;;;512,7;0,285366848;0;;0,740740741;42,55319149;30;70;;19135,41;0;19135,40756;;10093,05622;18,23890041;19432,28518
MOEX,MDMG:TQBR;60;20210303;110000;512,5;;;;;;512,6142857;0,285366848;0;;0,296296296;22,85714286;30;70;;19135,41;0;19135,40756;;10093,05622;18,23890041;19440,49268
MOEX,MDMG:TQBR;60;20210303;120000;514,55;;;;;;512,5;0;146,8355118;;2,321428571;69,89247312;30;70;;0,00;37,18862609;19135,40756;;5345,753894;27,46502485;19477,88243
MOEX,MDMG:TQBR;60;20210303;130000;514,5;;;;;;512,7571429;0;146,8355118;;6,5;86,66666667;30;70;;0,00;37,18862609;19133,54813;;5345,753894;27,46502485;19476,50918
MOEX,MDMG:TQBR;60;20210303;140000;517,75;;;;;;513,6142857;0;146,8355118;;12,1;92,36641221;30;70;;0,00;37,18862609;19254,41116;;5345,753894;27,46502485;19565,77051
MOEX,MDMG:TQBR;60;20210303;150000;516,8;;;;;;514,2714286;0;146,8355118;;6,05;85,81560284;30;70;;0,00;37,18862609;19219,08197;;5345,753894;27,46502485;19539,67873
MOEX,MDMG:TQBR;60;20210303;160000;516,4;;;;;;514,9357143;0;146,8355118;;4,107142857;80,41958042;30;70;;0,00;37,18862609;19204,20651;;5345,753894;27,46502485;19528,69272
MOEX,MDMG:TQBR;60;20210303;170000;517,35;;;;;;515,6928571;0;146,8355118;;4,464285714;81,69934641;30;70;;0,00;37,18862609;19239,53571;;5345,753894;27,46502485;19554,7845
MOEX,MDMG:TQBR;60;20210303;180000;515;;;;;;516,05;0,285117499;0;;1,12;52,83018868;30;70;;19152,14;0;19152,14244;;9429,148385;19,5361035;19490,24169
MOEX,MDMG:TQBR;60;20210303;190000;513,1;;;;;;515,8428571;0,285117499;0;;0,75;42,85714286;30;70;;19152,14;0;19152,14244;;9429,148385;19,5361035;19453,12309
MOEX,MDMG:TQBR;60;20210304;110000;511,35;;;;;;515,3928571;0,285117499;0;;0,129251701;11,44578313;30;70;;19152,14;0;19152,14244;;9429,148385;19,5361035;19418,93491
MOEX,MDMG:TQBR;60;20210304;120000;521,8;;;;;;515,9714286;0;148,7743108;;1,78125;64,04494382;30;70;;0,00;36,70399087;19152,14244;;4469,495474;29,04099601;19623,08719
MOEX,MDMG:TQBR;60;20210304;130000;520,65;;;;;;516,5214286;0;148,7743108;;1,594405594;61,45552561;30;70;;0,00;36,70399087;19109,93285;;4469,495474;29,04099601;19589,69005
MOEX,MDMG:TQBR;60;20210304;140000;520,95;;;;;;517,1714286;0;148,7743108;;1,503496503;60,05586592;30;70;;0,00;36,70399087;19120,94405;;4469,495474;29,04099601;19598,40235
MOEX,MDMG:TQBR;60;20210304;150000;519,2;;;;;;517,4357143;0;148,7743108;;1,641221374;62,13872832;30;70;;0,00;36,70399087;19056,71206;;4469,495474;29,04099601;19547,5806
MOEX,MDMG:TQBR;60;20210304;160000;520,7;;;;;;518,25;0;148,7743108;;2,634408602;72,4852071;30;70;;0,00;36,70399087;19111,76805;;4469,495474;29,04099601;19591,1421
MOEX,MDMG:TQBR;60;20210304;170000;516,55;;;;;;518,7428571;0,288015315;0;;1,737588652;63,47150259;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19470,62196
MOEX,MDMG:TQBR;60;20210304;180000;519,3;;;;;;519,8785714;0,288015315;0;;0,645390071;39,22413793;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19543,28611
MOEX,MDMG:TQBR;60;20210304;190000;523;;;;;;520,05;0;150,6320095;;1,398305085;58,30388693;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19641,05242
MOEX,MDMG:TQBR;60;20210305;110000;525,75;;;;;;520,7785714;0;150,6320095;;1,813559322;64,45783133;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19713,71657
MOEX,MDMG:TQBR;60;20210305;120000;523,55;;;;;;521,15;0;150,6320095;;1,68503937;62,75659824;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19655,58525
MOEX,MDMG:TQBR;60;20210305;130000;524,1;;;;;;521,85;0;150,6320095;;1,535433071;60,55900621;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19670,11808
MOEX,MDMG:TQBR;60;20210305;140000;522,45;;;;;;522,1;0;150,6320095;;2,532467532;71,69117647;30;70;;18959,45;0;18959,44649;;5821,652689;26,42332644;19626,51959
MOEX,MDMG:TQBR;60;20210305;150000;522,45;;;;;;522,9428571;0,288318518;0;;1,818181818;64,51612903;30;70;;18959,45;0;18959,44649;;6812,158438;24,52744024;19626,51959
MOEX,MDMG:TQBR;60;20210305;160000;521,1;;;;;;523,2;0,288318518;0;;0,634615385;38,82352941;30;70;;18959,45;0;18959,44649;;6812,158438;24,52744024;19593,40755
MOEX,MDMG:TQBR;60;20210305;170000;520,35;;;;;;522,8214286;0,288318518;0;;0,092436975;8,461538462;30;70;;18959,45;0;18959,44649;;6812,158438;24,52744024;19575,01197
MOEX,MDMG:TQBR;60;20210305;180000;514,6;;;;;;521,2285714;0,288318518;0;;0,057894737;5,472636816;30;70;;18959,45;0;18959,44649;;6812,158438;24,52744024;19433,97918
MOEX,MDMG:TQBR;60;20210305;190000;527,95;;;;;;521,8571429;0;152,2177614;;1,405263158;58,42450766;30;70;;0,00;35,91144329;18959,44649;;3204,9931;31,35983978;19761,42051
MOEX,MDMG:TQBR;60;20210309;110000;513,55;;;;;;520,35;0,296403001;0;;0,6;37,5;30;70;;0,00;35,91144329;18442,3217;;3204,9931;31,35983978;19309,83882
MOEX,MDMG:TQBR;60;20210309;120000;514;;;;;;519,1428571;0,296403001;0;;0,620224719;38,28016644;30;70;;0,00;35,91144329;18458,48185;;3204,9931;31,35983978;19323,95075
MOEX,MDMG:TQBR;60;20210309;130000;514,1;;;;;;517,95;0,296403001;0;;0,66507177;39,94252874;30;70;;0,00;35,91144329;18462,073;;3204,9931;31,35983978;19327,08673
MOEX,MDMG:TQBR;60;20210309;140000;512,6;;;;;;516,7357143;0,296403001;0;;0,642032333;39,09985935;30;70;;0,00;35,91144329;18408,20583;;3204,9931;31,35983978;19280,04697
MOEX,MDMG:TQBR;60;20210309;150000;514,4;;;;;;515,8857143;0,296403001;0;;0,987421384;49,6835443;30;70;;0,00;35,91144329;18472,84643;;3204,9931;31,35983978;19336,49468
MOEX,MDMG:TQBR;60;20210309;160000;515,15;;;;;;515,9642857;0,296403001;0;;0,194968553;16,31578947;30;70;;0,00;35,91144329;18499,78001;;3204,9931;31,35983978;19360,01456
MOEX,MDMG:TQBR;60;20210309;170000;515,95;;;;;;514,25;0;152,9291286;;2,6;72,22222222;30;70;;0,00;35,91144329;18528,50917;;1413,195788;34,8326517;19385,10243
MOEX,MDMG:TQBR;60;20210309;180000;515,9;;;;;;514,5857143;0;152,9291286;;2,225806452;69;30;70;;18526,71;0;18526,71359;;1992,234439;33,71026626;19383,3608
MOEX,MDMG:TQBR;60;20210309;190000;524,95;;;;;;516,15;0;152,9291286;;8;88,88888889;30;70;;18526,71;0;18526,71359;;1992,234439;33,71026626;19688,43871
MOEX,MDMG:TQBR;60;20210310;110000;516,95;;;;;;516,5571429;0;152,9291286;;1,540372671;60,63569682;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19418,75658
MOEX,MDMG:TQBR;60;20210310;120000;520,9;;;;;;517,7428571;0;152,9291286;;1,807453416;64,38053097;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19514,29144
MOEX,MDMG:TQBR;60;20210310;130000;520,9;;;;;;518,6714286;0;152,9291286;;1,714285714;63,15789474;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19514,29144
MOEX,MDMG:TQBR;60;20210310;140000;520,85;;;;;;519,4857143;0;152,9291286;;1,604938272;61,61137441;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19513,08214
MOEX,MDMG:TQBR;60;20210310;150000;518,35;;;;;;519,8285714;0,295030633;0;;1,232227488;55,20169851;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19452,61704
MOEX,MDMG:TQBR;60;20210310;160000;520,25;;;;;;520,45;0,295030633;0;;0,55450237;35,67073171;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19498,57051
MOEX,MDMG:TQBR;60;20210310;170000;518,05;;;;;;519,4642857;0,295030633;0;;1,231578947;55,18867925;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19445,36123
MOEX,MDMG:TQBR;60;20210310;180000;519,9;;;;;;519,8857143;0;153,3864261;;0,789473684;44,11764706;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19490,1054
MOEX,MDMG:TQBR;60;20210310;190000;520,4;;;;;;519,8142857;0;153,3864261;;0,894736842;47,22222222;30;70;;18526,71;0;18526,71359;;6915,78321;24,18603999;19502,19842
